Document,Name,Tag,Year,NER,Date
34_2008,Sarah L. Palin,PERSON,2008.0,Biden,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Alaska,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Exxon,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,Tillerson,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,Mulva,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Obama,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,ConocoPhillips,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,five weeks,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack Obama,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Alaska,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,"$ 1,000",02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,2001,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,John McCain,02 Oct 2008
,Gwen Ifill,ORGANIZATION,2008.0,Last year,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,two years ago,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,John McCain,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,John McCain,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,Fannie Mae,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,Freddie Mac,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,13,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,15,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,secretary of Treasury,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,principal,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Bush,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,East Coast,02 Oct 2008
,Sarah L. Palin,RELIGION,2008.0,' 05,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,a year,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,future,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,independent,02 Oct 2008
,Sarah L. Palin,RELIGION,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack Obama,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Sarah Palin,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Palin,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,25 percent,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,20,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Barack Obama,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,West Coast,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,North,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,China,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Gwen,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,25 years,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Biden,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Iraq,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,General,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,John McCain.I,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Iraq,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,Iraq,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,Petraeus,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Biden,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Iraq,02 Oct 2008
,Sarah L. Palin,RELIGION,2008.0,al Qaeda,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Gwen,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,the next 16 months,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Iraq,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack Obama,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,$ 80 billion,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,16 months,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,prime minister,02 Oct 2008
,Joseph(Joe) R. Biden,NATIONALITY,2008.0,John McCain,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Iraqi,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Maliki,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Biden,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,National Guard,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Barack Obama,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,Iraq,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,Iraqi,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,six months,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,the last 700 years,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Iran,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Biden,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Gwen,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Iran,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,terrorism,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,attack,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Barack,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Pakistan,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Mediterranean,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,al Qaeda,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Afghanistan,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,right now,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Pakistan,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,General,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Petraeus,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Iraq,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Israel,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,leader,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Ahmadinejad,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Kim Jong Il,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Castro,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,leader,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Iran,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Ahmadinejad,02 Oct 2008
34_2008,Gwen Ifill,PERSON,2008.0,Baker,02 Oct 2008
34_2008,Gwen Ifill,PERSON,2008.0,Kissinger,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,recently,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,democracy,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack Obama,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Republicans,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Europe,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,Spain,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Ahmadinejad,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,diplomat,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,a couple of weeks ago,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,NATO,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Israel,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,days,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Jerusalem,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,United States of America,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Israel,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,a second,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Iran,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Israel,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Jordan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Egypt,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,McCain-Palin,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Israel,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Joe Biden,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,West Bank,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Lebanon,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,Barack Obama,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,Hamas,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,France,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,Barack,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,NATO,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,Gaza Strip,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Hamas,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Hezbollah,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,march,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Biden,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,past,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Gwen,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Iran,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Israel,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Afghanistan,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Pakistan,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,George Bush,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,George Bush,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,North Korea,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Kim Jong-il,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,U.S.,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Ahmadinejad,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Bush,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,McCain,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Iraq,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Barack Obama,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,democracy,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Afghanistan,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Nuclear-Test-Ban Treaty,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,general,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Afghanistan,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Iraq,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,three weeks,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,entirety of the last seven years,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Three weeks,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,years,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,McClellan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Afghanistan,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,general,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Barack,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Chuck Hagel,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Dick Lugar,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Afghanistan,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,two years ago,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,three weeks,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Iraq,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Bosnia,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Kosovo,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Iraq,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,Darfur,02 Oct 2008
,Gwen Ifill,NATIONALITY,2008.0,U.S.,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Iraq,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,tens of billions of dollars,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,African,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Kosovo,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,UN,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,NATO,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,John McCain,02 Oct 2008
,Joseph(Joe) R. Biden,NATIONALITY,2008.0,"21,000",02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,John McCain,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,$ 40 billion,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Darfur,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,millions of dollars,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,genocide,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Dick Cheney,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,hundreds of billions of dollars,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Barack Obama,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,tomorrow morning,02 Oct 2008
34_2008,Gwen Ifill,PERSON,2008.0,the past,02 Oct 2008
34_2008,Gwen Ifill,PERSON,2008.0,Biden,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,9/11,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,al Qaeda,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,1932,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Washington,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,ANWR,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Main Street,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,",",02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Wilmington,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,last eight years,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Street,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Afghanistan,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Claymont,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Iraq,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,middle class,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Joe,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,third,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,30 years,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Gladys Wood Elementary School,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Gwen,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,principal,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,independent,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Barack,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,John McCain,02 Oct 2008
,Gwen Ifill,ORGANIZATION,2008.0,Cheney,02 Oct 2008
,Gwen Ifill,ORGANIZATION,2008.0,Executive Branch,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,executive,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,executive,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Legislative Branch,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,Executive,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,democracy,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,John McCain,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,35 years,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Barack,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Against Women Act,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Republicans,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,John McCain,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Lieberman,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Giuliani,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,Romney,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,the last two years,02 Oct 2008
,Sarah L. Palin,ORGANIZATION,2008.0,John McCain,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,next four years,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,five,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,3.6 million,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Judge,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,chairman,02 Oct 2008
,Joseph(Joe) R. Biden,NATIONALITY,2008.0,Bork,02 Oct 2008
,Joseph(Joe) R. Biden,NATIONALITY,2008.0,Judiciary Committee,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,D.C.,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,year,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,Alaska,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,John McCain,02 Oct 2008
,Gwen Ifill,LOCATION,2008.0,this week,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Republicans,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Mike Mansfield,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,one day,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Jesse Helms,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,Helms,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,leader,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,first year,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,end of the day,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,November 4th,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,November 4th,02 Oct 2008
34_2008,Sarah L. Palin,PERSON,2008.0,John McCain,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,John McCain,02 Oct 2008
,Sarah L. Palin,LOCATION,2008.0,years,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,Biden,02 Oct 2008
,Sarah L. Palin,NATIONALITY,2008.0,middle-class,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,last eight years,02 Oct 2008
34_2008,Joseph(Joe) R. Biden,PERSON,2008.0,John,02 Oct 2008
,Joseph(Joe) R. Biden,ORGANIZATION,2008.0,$ 4 billion,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Exxon Mobils,02 Oct 2008
,Joseph(Joe) R. Biden,LOCATION,2008.0,Barack Obama,02 Oct 2008
,Bob Schieffer,ORGANIZATION,2012.0,2012,22 Oct 2012
,Bob Schieffer,ORGANIZATION,2012.0,Bob Schieffer,22 Oct 2012
,Bob Schieffer,LOCATION,2012.0,Lynn University,22 Oct 2012
,Bob Schieffer,LOCATION,2012.0,Boca Raton,22 Oct 2012
,Bob Schieffer,LOCATION,2012.0,Soviet,22 Oct 2012
,Bob Schieffer,LOCATION,2012.0,Union,22 Oct 2012
,Bob Schieffer,NATIONALITY,2012.0,Romney,22 Oct 2012
,Willard(Mitt) M. Romney,ORGANIZATION,2012.0,this evening,22 Oct 2012
,Willard(Mitt) M. Romney,ORGANIZATION,2012.0,Egypt,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Middle East,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,four,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Mali,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,al-Qaeda,22 Oct 2012
,Willard(Mitt) M. Romney,RELIGION,2012.0,al-Qaeda,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,12,22 Oct 2012
40_2012,Barack H. Obama,PERSON,2012.0,commander,22 Oct 2012
,Barack H. Obama,ORGANIZATION,2012.0,9/11,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Libyans,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,two weeks,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Benghazi,22 Oct 2012
,Barack H. Obama,NATIONALITY,2012.0,Bob,22 Oct 2012
,Barack H. Obama,ORGANIZATION,2012.0,Romney,22 Oct 2012
,Willard(Mitt) M. Romney,ORGANIZATION,2012.0,Arab,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Muslim,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Iraq,22 Oct 2012
,Willard(Mitt) M. Romney,RELIGION,2012.0,anti-American,22 Oct 2012
40_2012,Willard(Mitt) M. Romney,PERSON,2012.0,Syria,22 Oct 2012
,Willard(Mitt) M. Romney,ORGANIZATION,2012.0,Mali,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Libya,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,6 million,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Middle East,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,North,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Al Qaida,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,murder,22 Oct 2012
,Barack H. Obama,ORGANIZATION,2012.0,Romney,22 Oct 2012
,Barack H. Obama,ORGANIZATION,2012.0,Russia,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,a few months ago,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Al Qaida,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,the 1920s,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,a few weeks ago,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,right now,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Iraq,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,this day,22 Oct 2012
,Barack H. Obama,NATIONALITY,2012.0,Middle East,22 Oct 2012
40_2012,Willard(Mitt) M. Romney,PERSON,2012.0,Russia,22 Oct 2012
,Willard(Mitt) M. Romney,ORGANIZATION,2012.0,Russia,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Iran,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,U.N.,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,"10,000",22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,a few weeks ago,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,a few weeks ago,22 Oct 2012
,Barack H. Obama,NATIONALITY,2012.0,five,22 Oct 2012
40_2012,Bob Schieffer,PERSON,2012.0,more than a year,22 Oct 2012
,Bob Schieffer,LOCATION,2012.0,Middle East,22 Oct 2012
40_2012,Barack H. Obama,PERSON,2012.0,Syria,22 Oct 2012
40_2012,Barack H. Obama,PERSON,2012.0,Syrian,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Assad,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,future,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Israel,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Syria,22 Oct 2012
,Barack H. Obama,LOCATION,2012.0,Turkey,22 Oct 2012
,Barack H. Obama,NATIONALITY,2012.0,Romney,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,disaster,22 Oct 2012
,Willard(Mitt) M. Romney,LOCATION,2012.0,Syria,22 Oct 2012
