ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T24,Premise,4509,4569,they've criticized the foreign policy of this administration,6_1976,2,18
T25,Claim,5048,5102,Governor Carter again is talking in broad generalities,6_1976,4,0
T26,Premise,5210,5311,Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion,6_1976,4,2
T27,Premise,5333,5409,he said he wanted to cut the defense budget by eight or nine billion dollars,6_1976,4,3
T28,Premise,5430,5504,he talks about cutting the defense budget by five to seven billion dollars,6_1976,4,4
T29,Claim,5506,5600;5606,There is no way you can be strong militarily and have those kind of reductions in our military appropriation,6_1976,-1,-1
T32,Premise,6138,6191,We would have to stretch out our aircraft procurement,6_1976,4,9
T33,Premise,6193,6247,we would have to reduce our naval construction program,6_1976,4,9
T34,Premise,6249,6369,"we would have to reduce the uh - research and development for the Army, the Navy, the Air Force and Marines by 8 percent",6_1976,4,9
T35,Premise,6371,6448,We would have to close twenty military bases in the United States immediately,6_1976,4,10
T36,Claim,6450,6511,That's the kind of defense program that uh - Mr. Carter wants,6_1976,4,11
T37,Claim,6562,6613,You don't negotiate with Mr. Brezhnev from weakness,6_1976,4,13
T38,Claim,6619,6727,the kind of defense program that Mr. Carter wants will mean a weaker defense and a poor negotiating position,6_1976,4,14
T39,Claim,7436,7493,I don't believe we should move to a cold-war relationship,6_1976,7,0
T40,Claim,7495,7549,I think it's in the best interest of the United States,6_1976,7,1
T41,Claim,7555,7679,the world as a whole that the United States negotiate rather than go back to the cold-war relationship with the Soviet Union,6_1976,7,1
T42,Claim,7779,7868,"I believe that the United States ha- had many successes in recent years, in recent months",6_1976,7,3
T43,Premise,7917,7952,We have been successful in Portugal,6_1976,7,4
T44,Premise,7954,8073,where a year ago it looked like there was a very great possibility that the uh - Communists would take over in Portugal,6_1976,7,4
T45,Premise,8075,8091,It didn't happen,6_1976,7,5
T46,Premise,8093,8130,We have a democracy in Portugal today,6_1976,7,6
T47,Premise,8172,8268,"maybe two years ago, the Soviet Union looked like they had continued strength in the Middle East",6_1976,7,7
T48,Premise,8270,8275;8312,"Today the Soviet Union is weaker in the Middle East than they have been in many, many years",6_1976,-1,-1
T49,Claim,9812,9877,I think that would destroy the integrity and the strength of NATO,6_1976,7,25
T50,Claim,9883,9909,I am totally opposed to it,6_1976,7,25
T51,Premise,9724,9810,Mr. Carter has indicated he would look with sympathy to a Communist government in NATO,6_1976,7,24
T52,Claim,9595,9722,I don't believe that it's in the best interest of the United States and the NATO nations to have a Communist government in NATO,6_1976,7,23
T53,Claim,9422,9515,"I believe that instead of talking about Soviet progress, we can talk about American successes",6_1976,7,21
T54,Claim,9321,9416,The United States foreign policy under this administration has been one of progress and success,6_1976,7,20
T55,Claim,9254,9319,The United States is trusted by other elements in southern Africa,6_1976,7,19
T56,Claim,9150,9252,in southern Africa today the United States is trusted by the black front-line nations and black Africa,6_1976,7,18
T57,Premise,9060,9114,We wanted to preserve human dignity in southern Africa,6_1976,7,17
T58,Premise,8972,9058,We wanted to have majority rule with the full protection of the rights of the minority,6_1976,7,16
T59,Premise,8902,8970,We wanted to have the right of self-determination in southern Africa,6_1976,7,15
T60,Premise,8851,8900,We wanted to end the bloodshed in southern Africa,6_1976,7,14
T61,Claim,8782,8849,The United States of America took the initiative in southern Africa,6_1976,7,13
T62,Claim,8552,8575;8622,The United States today is a- at a peak in its uh - influence and power in the Middle East,6_1976,-1,-1
T63,Premise,8487,8550,The Soviet Union relationship with Syria is at a very low point,6_1976,7,10
T64,Premise,8422,8485,the Soviet Union relationship with Egypt is uh - at a low level,6_1976,7,9
T65,Claim,9926,9934;9951,Mr. Ford has just made a statement that's not true,6_1976,-1,-1
T66,Claim,9994,10049,I have never advocated a Communist government for Italy,6_1976,8,1
T67,Premise,10056,10153,would obviously be a ridiculous thing for anyone to do who wanted to be president of this country,6_1976,8,2
T68,Claim,10155,10280,"I think that this is uh - an instance of uh - deliberate distortion, and this has occurred also in the question about defense",6_1976,8,3
T69,Claim,10308,10373,I've never advocated any cut of $15 billion in our defense budget,6_1976,8,4
T70,Claim,10396,10460,Mr. Ford has made a political football out of the defense budget,6_1976,8,5
T71,Claim,10479,10537,he cut the Pentagon budget six point eight billion dollars,6_1976,8,6
T72,Claim,11515,11552,we have weakened our position in NATO,6_1976,8,14
T73,Premise,11561,11604;11612,the other countries in Europe supported the democratic forces in Portugal long before we did,6_1976,-1,-1
T74,Premise,11662,11753,we stuck to the Portugal dictatorships much longer than other democracies did in this world,6_1976,8,14
T75,Premise,11194,11333,"we went into south Africa late, after Great Britain, Rhodesia, the black nations had been trying to solve this problem for many, many years",6_1976,8,12
T76,Premise,10642,10751,"When Ronald Reagan won the Texas primary election, Mr. Ford added back another one and a half billion dollars",6_1976,8,8
T77,Premise,10800,10875,he added back another one point eight billion dollars in the defense budget,6_1976,8,9
T78,Premise,10539,10640,"After he fired James Schlesinger, the political heat got so great that he added back about $3 billion",6_1976,8,7
T79,Premise,10941,11056,he had a $3 billion cut insurance added to the defense budget - defense budget under the pressure from the Pentagon,6_1976,8,10
T80,Claim,11069,11154,this is another indication of trying to use the defense budget for political purposes,6_1976,8,11
T81,Claim,13532,13578,I believe I know what this country ought to be,6_1976,11,11
T82,Claim,12572,12606,I have uh - an adequate background,6_1976,11,2
T83,Claim,16888,17008,I think it's very damaging to our country for Mr. Ford to have turned over this responsibility to the secretary of state,6_1976,13,13
T84,Claim,16841,16882,This is a responsibility of the president,6_1976,13,12
T85,Claim,12460,12510,I'm not gonna name my cabinet before I get elected,6_1976,11,0
T86,Premise,12619,12645,I am a graduate of the U.S,6_1976,11,3
T87,Claim,13647,13717,I believe that there's no limit placed on what we can be in the future,6_1976,11,12
T88,Claim,13719,13788,"if we can harness the tremendous resources - militarily, economically",6_1976,11,12
T89,Claim,13794,13867,"the stature of our people, the meaning of the Constitution, in the future",6_1976,11,12
T90,Claim,15143,15223,those are the best bases to correct the horrible mistakes of this administration,6_1976,11,20
T91,Claim,15228,15292,restore our own country to a position of leadership in the world,6_1976,11,20
T92,Claim,15017,15140,"my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change",6_1976,11,20
T93,Premise,12713,12875,"I've served as the Governor of Georgia and have traveled extensively in foreign countries and South America, Central America, Europe, the Middle East and in Japan",6_1976,11,5
T94,Premise,12877,12950,I've traveled the last twenty-one months among the people of this country,6_1976,11,6
T95,Premise,12952,12971,I've talked to them,6_1976,11,7
T96,Premise,12976,12989,I've listened,6_1976,11,7
T97,Premise,12995,13004;13041,"I've seen the deep hurt that's come to this country in the aftermath of Vietnam and Cambodia, Chile, and Pakistan, and Angola, and Watergate, CIA revelations",6_1976,-1,-1
T98,Premise,13195,13341,"we were formerly so proud of - the strength of our country, its uh - moral integrity, the representation in foreign affairs of what our people are",6_1976,11,9
T99,Premise,13343,13375,what our Constitution stands for,6_1976,11,9
T100,Premise,13431,13530,"our foreign policy in the last few years, uh - the American people, the Congress have been excluded",6_1976,11,10
T101,Premise,13580,13641,I've uh - been one who's loved my nation as many Americans do,6_1976,11,12
T102,Claim,13869,13927,Every time we've made a serious mistake in foreign affairs,6_1976,11,13
T103,Premise,13947,14002,the American people have been excluded from the process,6_1976,11,13
T105,Claim,14203,14276,I'm not gonna exclude the American people from that process in the future,6_1976,11,15
T106,Premise,14315,14463,"This is what it takes to have a sound foreign policy strong at home, strong defense, permanent commitments, not betray the principles of our country",6_1976,11,16
T107,Premise,14469,14550,involve the American people and the Congress in the shaping of our foreign policy,6_1976,11,16
T108,Claim,14749,14795,we are weak and the rest of the world knows it,6_1976,11,17
T109,Claim,14800,14866,these are the ways that we can restore the strength of our country,6_1976,11,18
T110,Claim,14872,14924,they don't require long experience in foreign policy,6_1976,11,18
T111,Premise,14926,15011,Nobody has that except a president who has served a long time or a secretary of state,6_1976,11,19
T112,Claim,15478,15539,I would quit conducting the decision-making process in secret,6_1976,13,0
T113,Premise,15541,15599,as has been a characteristic of Mr. Kissinger and Mr. Ford,6_1976,13,0
T114,Premise,15619,15727,"we've made agreements, like in Vietnam, uh - that have uh - been revealed later on to our uh - embarrassment",6_1976,13,1
T115,Premise,15729,15875,"Recently Ian Smith, the uh - president of uh - Rhodesia, announced that he had unequivocal commitments from Mr. Kissinger that he could not reveal",6_1976,13,2
T116,Claim,15877,15934,The American people don't know what those commitments are,6_1976,13,3
T117,Premise,15952,16017,"in the past the destruction of elected governments, like in Chile",6_1976,13,4
T118,Premise,16023,16072,the strong support of military dictatorship there,6_1976,13,4
T119,Premise,16074,16118,These kinds of things have hurt us very much,6_1976,13,5
T120,Claim,16120,16168,I would restore the concept of the fireside chat,6_1976,13,6
T121,Claim,16246,16298,I would also restore the involvement of the Congress,6_1976,13,7
T122,Premise,16300,16387,When Harry Truman was president he was not afraid to have a strong secretary of defense,6_1976,13,8
T123,Premise,16403,16476,George Marshall were strong secretaries of uh - state - excuse me - state,6_1976,13,9
T124,Premise,16482,16535,he also made sure that there was a bipartisan support,6_1976,13,10
T125,Premise,16537,16620,"The members of Congress, Arthur Vandenberg, Walter George, were part of the process",6_1976,13,11
T126,Premise,16626,16667,before our nation made a secret agreement,6_1976,13,11
T127,Premise,16672,16707,before we made a bluffing statement,6_1976,13,11
T128,Premise,16709,16839,"we were sure that we had the backing not only of the president and the secretary of state, but also of the Congress and the people",6_1976,13,11
T129,Claim,17069,17110,Governor Carter again contradicts himself,6_1976,15,0
T130,Claim,17112,17138,He complains about secrecy,6_1976,15,1
T131,Claim,17147,17290,he is quoted as saying that in the attempt to find a solution in the Middle East that he would hold unpublicized meetings with the Soviet Union,6_1976,15,1
T132,Premise,17293,17379,I presume for the purpose of an - imposing a settlement on Israel and the Arab nations,6_1976,15,1
T134,Premise,17752,17820,I submitted the Sinai agreement to the Congress of the United States,6_1976,15,4
T135,Premise,17822,17901,I submitted every single document that was applicable to the Sinai II agreement,6_1976,15,4
T136,Claim,17903,18028,It was the most complete documentation by any president of any agreement signed by a president on behalf of the United States,6_1976,15,5
T137,Premise,18084,18289,during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate,6_1976,15,6
T138,Claim,18291,18455,The secretary of state has appeared in the several years that he's been the secretary before eighty different uh - committee hearings in the House and in the Senate,6_1976,15,7
T139,Claim,18457,18577,The secretary of state has made better than fifty speeches all over the United States explaining American foreign policy,6_1976,15,8
T140,Claim,19707,19729;19735,I believe that we have negotiated with the Soviet Union since I've been president from a position of strength,6_1976,-1,-1
T141,Premise,19857,19892;19898,"Shortly after I became president in December of 1974, I met with General Secretary Brezhnev in Vladivostok",6_1976,-1,-1
T143,Premise,20236,20271;20277,I've negotiated at Vladivostok with Mr. Brezhnev a limitation on the MIRVing of their ballistic missiles at a figure of thirteen-twenty,6_1976,-1,-1
T144,Claim,20384,20471,is the first time that any president has achieved a cap either on launchers or on MIRVs,6_1976,18,3
T145,Premise,20544,20603,The grain sales have been a benefit to American agriculture,6_1976,18,5
T146,Premise,20605,20698,We have achieved a five and three quarter year uh - sale of a minimum six million metric tons,6_1976,18,6
T147,Premise,20717,20872,they have already bought about four million metric tons this year and are bound to buy another two million metric tons to take the grain and corn and wheat,6_1976,18,6
T148,Claim,20956,21064,these grain sales to the Soviet Union have helped us tremendously in meeting the costs of the additional oil,6_1976,18,7
T149,Premise,21071,21112,the oil that we have bought from overseas,6_1976,18,7
T150,Premise,21181,21295,"In the case of Helsinki, thirty-five nations signed an agreement, including the secretary of state for the Vatican",6_1976,18,9
T151,Claim,21298,21521,"I can't under any circumstances believe that the - His Holiness, the Pope would agree by signing that agreement that the thirty-five nations have turned over to the Warsaw Pact nations the domination of the - Eastern Europe",6_1976,18,9
T152,Claim,21523,21541,It just isn't true,6_1976,18,10
T153,Claim,21547,21640,"if Mr. Carter alleges that His Holiness by signing that has done it, he is totally inaccurate",6_1976,18,11
T154,Premise,21713,21833,we have an agreement where they notify us and we notify them of any uh - military maneuvers that are to be be undertaken,6_1976,18,13
T155,Claim,21835,21852,They have done it,6_1976,18,14
T156,Claim,21891,21938,there is no Soviet domination of Eastern Europe,6_1976,18,15
T157,Claim,21943,21990,there never will be under a Ford administration,6_1976,18,15
T158,Claim,22433,22448;22467,I don't believe that the Yugoslavians consider themselves dominated by the Soviet Union,6_1976,-1,-1
T159,Claim,22545,22629,I don't believe that the Rumanians consider themselves dominated by the Soviet Union,6_1976,21,1
T160,Claim,22631,22711,I don't believe that the Poles consider themselves dominated by the Soviet Union,6_1976,21,2
T161,Premise,22713,22763,"Each of those countries is independent, autonomous",6_1976,21,3
T162,Premise,22765,22801,it has its own territorial integrity,6_1976,21,3
T163,Claim,22806,22906,the United States does not concede that those countries are under the domination of the Soviet Union,6_1976,21,3
T164,Premise,22929,23170,"I visited Poland, Yugoslavia and Rumania to make certain that the people of those countries understood that the president of the United States and the people of the United are dedicated to their independence, their autonomy and their freedom",6_1976,21,4
T165,Claim,23272,23313,I'm not criticizing His Holiness the Pope,6_1976,23,0
T166,Premise,23315,23343,I was talking about Mr. Ford,6_1976,23,1
T167,Claim,23362,23435,that secrecy has surrounded the decisions made by the Ford administration,6_1976,23,2
T168,Premise,23437,23527,In the case of the Helsinki agreement - it may have been a good agreement at the beginning,6_1976,23,3
T169,Claim,23533,23686,"we have failed to enforce the so-called basket three part, which insures the right of people to migrate, to join their families, to be free, to speak out",6_1976,23,3
T170,Claim,23688,23739,The Soviet Union is still jamming Radio Free Europe,6_1976,23,4
T171,Claim,25319,25394,"That's not the way to run our foreign policy, including international trade",6_1976,23,17
T172,Premise,25175,25232,This grain deal with the Soviet Union in '72 was terrible,6_1976,23,16
T173,Premise,25238,25317,"Mr. Ford made up for it with three embargoes, one against our own ally in Japan",6_1976,23,16
T176,Claim,24298,24348,Mr. Ford exclude himself from access to the public,6_1976,23,7
T177,Premise,24433,24474,One press conference he had without sound,6_1976,23,9
T178,Premise,24350,24431,He hasn't had a tough cross-examination-type press conference in over thirty days,6_1976,23,8
T179,Claim,24476,24526,He's also shown a weakness in yielding to pressure,6_1976,23,10
T180,Premise,24528,24544;24560,The Soviet Union put pressure on Mr. Ford,6_1976,-1,-1
T181,Premise,24589,24684,"he refused to see a symbol of human freedom recognized around the world, Aleksandr Solzhenitsyn",6_1976,23,11
T182,Premise,24686,24725,The Arabs have put pressure on Mr. Ford,6_1976,23,12
T183,Premise,24731,24839,"he's yielded, and has permitted a boycott by the Arab countries of American businesses who trade with Israel",6_1976,23,12
T184,Premise,24841,24930,or who have American Jews owning or taking part in the management of American - companies,6_1976,23,12
T185,Premise,24932,25065,His own secretary of commerce had to be subpoenaed by the Congress to reveal the names of businesses who were subject to this boycott,6_1976,23,13
T186,Claim,26103,26156,I would never single out food as a trade embargo item,6_1976,26,0
T187,Premise,26158,26296,"If I ever decided to impose an embargo because of a crisis in international relationships, it would include all shipments of all equipment",6_1976,26,1
T188,Premise,26312,26461,if the Arab countries ever again declare an embargo against our nation on oil I would consider that not a military but an economic declaration of war,6_1976,26,2
T189,Claim,26467,26504,I would respond instantly and in kind,6_1976,26,2
T190,Claim,26506,26637,"I would not ship that Arab country anything - no weapons, no spare parts for weapons, no oil-drilling rigs, no oil pipe, no nothing",6_1976,26,3
T191,Claim,26639,26670,I wouldn't single out just food,6_1976,26,4
T192,Claim,26716,26742;26783,In our international trade we have become the arms merchant of the world,6_1976,-1,-1
T193,Premise,26830,26939,When this Republican administration came into office we were shipping about $1 billion worth of arms overseas,6_1976,26,6
T194,Premise,26941,27065,now ten to twelve billion dollars worth of arms overseas to countries that quite often use these weapons to fight each other,6_1976,26,6
T195,Premise,27153,27266,Under the last Democratic administration 60 percent of all weapons that went into the Middle East were for Israel,6_1976,26,8
T196,Claim,27387,27490,"If you include Iran, our present shipment of weapons to the Middle East, only 20 percent goes to Israel",6_1976,26,11
T197,Claim,27314,27353,Now 60 percent go to the Arab countries,6_1976,26,10
T198,Claim,27359,27385,this does not include Iran,6_1976,26,10
T199,Claim,27268,27312,Nowadays - 75 percent were for Israel before,6_1976,26,9
T200,Claim,27527,27615,"it's a deviation from a commitment to our major ally in the Middle East, which is Israel",6_1976,26,12
T201,Claim,27617,27695,it's a yielding to economic pressure on the part of the Arabs on the oil issue,6_1976,26,12
T202,Claim,27701,27820,it's also a tremendous indication that under the Ford administration we have not addressed the energy policy adequately,6_1976,26,12
T203,Premise,27822,27882,We still have no comprehensive energy policy in this country,6_1976,26,13
T204,Claim,27888,27920,it's an overall sign of weakness,6_1976,26,14
T205,Premise,28775,28860,Iran is gonna get eighty F-14s before we even meet our own Air Force orders for F-l4s,6_1976,26,23
T206,Premise,28866,29034,the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy,6_1976,26,24
T207,Claim,29036,29081,This is ridiculous and it ought to be changed,6_1976,26,25
T208,Claim,28558,28628,Our priorities ought to be first of all to meet our own military needs,6_1976,26,22
T209,Claim,28630,28682,secondly to meet the needs of our allies and friends,6_1976,26,22
T210,Claim,28688,28752,only then should we ship military equipment to foreign countries,6_1976,26,22
T211,Premise,27927,27959,we are weak at home economically,6_1976,26,15
T212,Premise,27962,28052,"high unemployment, high inflation, a confused government, a wasteful defense establishment",6_1976,26,15
T213,Claim,28054,28125,this encourages the kind of pressure that's been put on us successfully,6_1976,26,15
T214,Premise,28127,28241,"It would've been inconceivable ten - fifteen years ago, for us to be brought to our knees with an Arab oil embargo",6_1976,26,16
T215,Claim,28416,28460,I believe it's not just a matter of idealism,6_1976,26,18
T216,Premise,28247,28274,it was done three years ago,6_1976,26,17
T217,Premise,28279,28373,they're still putting pressure on us from the Arab countries to our discredit around the world,6_1976,26,17
T218,Claim,28462,28490,It's a matter of being tough,6_1976,26,19
T219,Claim,28492,28521,It's a matter of being strong,6_1976,26,20
T220,Claim,28523,28556,It's a matter of being consistent,6_1976,26,21
T221,Claim,29740,29747;29774,I think they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo,6_1976,-1,-1
T222,Claim,29508,29623,"if Saudi Arabia should declare an oil embargo against us, then I would consider that an economic declaration of war",6_1976,28,0
T223,Premise,29629,29655;29661,I would make sure that the Saudis understood this ahead of time so there would be no doubt in their mind,6_1976,-1,-1
T224,Premise,29969,30054,I've been president we have sold to the Israelis over $4 billion in military hardware,6_1976,30,0
T225,Premise,30056,30149,We have made available to the Israelis over 45 percent of the total economic and military aid,6_1976,30,1
T226,Claim,30211,30287,"the Ford administration has done a good job in helping our good ally, Israel",6_1976,30,2
T227,Claim,30293,30347,we're dedicated to the survival and security of Israel,6_1976,30,2
T228,Claim,30349,30441,I believe that Governor Carter doesn't realize the need and necessity for arms sales to Iran,6_1976,30,3
T229,Premise,30481,30534,Iran is bordered very extensively by the Soviet Union,6_1976,30,5
T230,Premise,30536,30573,Iran has Iraq as one of its neighbors,6_1976,30,6
T231,Premise,30575,30660,The Soviet Union and the Communist-dominated government of Iraq are neighbors of Iran,6_1976,30,7
T232,Premise,30666,30702,Iran is an ally of the United States,6_1976,30,7
T233,Claim,30732,30844,"we ought to sell arms to Iran for its own national security, and as an ally - a strong ally of the United States",6_1976,30,8
T234,Premise,30935,31054,"he decided that it was vitally necessary for our own security as well as that of Iran, that we should help that country",6_1976,30,9
T235,Premise,31087,31150,"In 1973 when there was an oil embargo, Iran did not participate",6_1976,30,10
T236,Premise,31152,31199,Iran continued to sell oil to the United States,6_1976,30,11
T237,Claim,31201,31348,"I believe that it's in our interest and in the interest of Israel and Iran, and Saudi Arabia, for the United States to sell arms to those countries",6_1976,30,12
T238,Claim,31350,31389,It's for their security as well as ours,6_1976,30,13
T239,Claim,32905,33015,"The Ford administration will not let down, will not eliminate or forget our obligation to the people of Taiwan",6_1976,33,5
T240,Claim,33030,33134,"there must be a continued obligation to the people, the some nineteen or twenty million people in Taiwan",6_1976,33,6
T241,Claim,33179,33228,those will be the policies of this administration,6_1976,33,7
T242,Claim,31967,32066,"Our relationship with the People's Republic of China is based upon the Shanghai Communique, of 1972",6_1976,33,0
T243,Premise,32216,32408,It doesn't uh - make a determination as to how uh - that relationship should be achieved in relationship to our current uhh - diplomatic recognition and obligations to the Taiwanese Government,6_1976,33,2
T244,Premise,32183,32214,It doesn't set a times schedule,6_1976,33,1
T245,Premise,32410,32569,"The Shanghai Communique, does say that the differences between the People's Republic on the one hand and Taiwan on the other shall be settled by peaceful means",6_1976,33,3
T246,Claim,32671,32751,we will continue to move for normalization of relations in the traditional sense,6_1976,33,4
T247,Claim,32757,32852,we will insist that the disputes between Taiwan and the People's Republic be settled peacefully,6_1976,33,4
T248,Claim,33307,33443,"There is no policy of this government to give to the People's Republic, or to sell to the People's Republic of China, military equipment",6_1976,35,0
T249,Claim,33445,33651,"I do not believe that we, the United States, should sell, give or otherwise transfer military hardware to the People's Republic of China, or any other Communist nation, such as the Soviet Union and the like",6_1976,35,1
T250,Claim,34581,34614;34620,I think we need to continue to be strong and I would certainly pursue the normalization of relationships with the People's Republic of China,6_1976,-1,-1
T251,Claim,34945,35107,I would never let that friendship with the People's Republic of China stand in the way of the preservation of the independence and freedom of the people on Taiwan,6_1976,37,8
T252,Premise,34748,34939,"We opened a great opportunity in l972, which has pretty well been frittered - frit- frittered away under Mr. Ford, that ought to be a constant uh - inclination toward - uh - toward friendship",6_1976,37,7
T253,Premise,33780,33874,"I think, confused the issue by trying to say that we are shipping Israel 40 percent of our aid",6_1976,37,0
T254,Premise,33897,34114,"during this current year uh we are shipping Iran, or have contracted to ship to Iran, about seven and a half billion dollars worth of arms and also to Saudi Arabia, about seven and a half billion dollars worth of arms",6_1976,37,1
T255,Premise,34121,34259,"in 1975, we almost brought Israel to their knees after the uh - Yom Kippur War by the so-called reassessment of our relationship to Israel",6_1976,37,2
T256,Claim,34261,34344,We in effect tried to make Israel the scapegoat for the problems in the Middle East,6_1976,37,3
T257,Premise,34350,34406,this weakened our relationships with Israel a great deal,6_1976,37,4
T258,Premise,34411,34487,put a cloud on the total commitment that our people feel toward the Israelis,6_1976,37,4
T259,Premise,35811,35875,always in the past we've had an ability to have a strong defense,6_1976,40,0
T260,Premise,35880,35930,also have - to have a strong uh - domestic economy,6_1976,40,0
T261,Premise,35936,36017,also to be strong in our reputation and influence within the community of nations,6_1976,40,0
T262,Claim,36019,36096,These uh - characteristics of our country have been endangered under Mr. Ford,6_1976,40,1
T263,Premise,36124,36274,in a showdown vote in the United Nations or in - in any other international council we're lucky to get 20 percent of the other nations to vote with us,6_1976,40,2
T264,Claim,36276,36317,Our allies feel that we've neglected them,6_1976,40,3
T265,Premise,36423,36620,"we've also had an inclination to keep separate the European countries, thinking that if they are separate, then we can dominate them and proceed with our secret, Lone Ranger-type diplomatic efforts",6_1976,40,5
T266,Premise,36663,36722,"we, in this country, have let our economy go down the drain",6_1976,40,6
T267,Claim,36724,36770,The worst inflation since the Great Depression,6_1976,40,7
T268,Claim,36772,36833,The highest unemployment of any developed nation of the world,6_1976,40,8
T269,Claim,36835,36922,"We have a higher unemployment rate in this country than Great Britain, and West Germany",6_1976,40,9
T270,Claim,36924,36980,Our unemployment rate is twice as high as it is in Italy,6_1976,40,10
T271,Claim,36982,37043,it's three or four times as high as it is - as it is in Japan,6_1976,40,10
T272,Premise,37049,37112,that terrible circumstance in this country is exported overseas,6_1976,40,11
T273,Premise,37114,37188,We comprise about 30 percent of the world's economic trade power influence,6_1976,40,12
T274,Premise,37194,37291,when we're weak at home - weaker than all our allies - that weakness weakens the whole free world,6_1976,40,13
T275,Claim,37293,37328,So strong economy is very important,6_1976,40,14
T276,Claim,37349,37486,we need to do is to reestablish the good relationships that we ought to have between the United States and our natural allies and friends,6_1976,40,15
T277,Premise,37488,37512,They have felt neglected,6_1976,40,16
T278,Claim,37774,37867,Under this administration we've had a continuation of the so-called balance of power politics,6_1976,40,19
T279,Premise,37869,37970,"where everything is looked on as a struggle between us on the one side, the Soviet Union on the other",6_1976,40,19
T280,Claim,38038,38117,we need is to try to seek individualized bilateral relationships with countries,6_1976,40,21
T281,Premise,38201,38243,we want to preserve peace through strength,6_1976,40,21
T282,Claim,38393,38490,I can guarantee it will not come if Gerald Ford is reelected and this present policy is continued,6_1976,40,24
T283,Claim,38492,38519,it will come if I'm elected,6_1976,40,24
T284,Premise,38964,39089,"under President Johnson, in spite of the massive investment in the Vietnam War, he turned over a balanced budget to Mr. Nixon",6_1976,42,0
T285,Claim,39091,39136,The unemployment rate was less than 4 percent,6_1976,42,1
T286,Claim,39138,39202,The inflation rate under Kennedy and Johnson was about 2 percent,6_1976,42,2
T287,Claim,39205,39251,one-third what it is under this administration,6_1976,42,2
T288,Claim,39256,39325,"we did have at that time with good management, the ability to do both",6_1976,42,3
T289,Claim,39327,39466,I don't think that anybody can say that Johnson and Kennedy neglected the poor and the destitute people in this country or around the world,6_1976,42,4
T290,Claim,39488,39761,"The number one responsibility of any president, above all else, is to guarantee the security of our nation - an ability to be free of the threat of attack, or blackmail and to carry out our obligations to our allies and friends, and to carry out a legitimate foreign policy",6_1976,42,5
T291,Claim,39763,39843,"They must go hand in hand, but the security of this nation has got to come first",6_1976,42,6
T292,Claim,39910,40035,you cannot maintain the security of the United States with the kind of defense budget cuts that Governor Carter has indicated,6_1976,44,0
T293,Premise,40037,40084,In 1975 he wanted to cut the budget $15 billion,6_1976,44,1
T294,Premise,40086,40144,He's now down to a figure of five to seven billion dollars,6_1976,44,2
T295,Claim,40146,40266,Reductions of that kind will not permit the United States to be strong enough to deter aggression and maintain the peace,6_1976,44,3
T296,Premise,40319,40509,"As soon as I became president, I initiated a meeting with the NATO heads of state and met with them in Brussels to discuss how we could improve the re- defense relationship in Western Europe",6_1976,44,5
T297,Premise,40519,40708,November of 1975 I met with the leaders of the five industrial nations in France for the purpose of seeing what we could do acting together to meet the problems of uh - the coming recession,6_1976,44,6
T298,Premise,40710,40891,"In Puerto Rico this year, I met with six of the leading industrial nations' heads of state to meet the problem of inflation so we would be able to solve it before it got out of hand",6_1976,44,7
T299,Premise,40893,40970,I have met with the heads of government bilaterally as well as multilaterally,6_1976,44,8
T300,Premise,40972,41019,Our relations with Japan have never been better,6_1976,44,9
T301,Premise,41021,41075,I was the first United States president to visit Japan,6_1976,44,10
T302,Premise,41081,41278,we uh - had the emperor of Japan here this uh - past year and the net result is Japan and the United States are working more closely together now than at any time in the history of our relationship,6_1976,44,11
T303,Premise,41361,41418,President Rabin said that our relations were never better,6_1976,44,13
T304,Premise,44075,44251,"if we do not and SALT I expires on October three, 1977, you will unleash again an all-out nuclear arms race with the potential of a nuclear holocaust of unbelievable dimensions",6_1976,47,11
T305,Claim,44256,44308,it's the obligation of the president to do just that,6_1976,47,12
T306,Claim,42215,42248,SALT I expires October third 1977,6_1976,47,0
T307,Claim,42255,42422,Mr. Brezhnev and I met in Vladivostok in December of 1974 for the purpose of trying to take the initial step so we could have a SALT II agreement that would go to l985,6_1976,47,1
T308,Premise,42448,42541,we did agree on a twenty-four-hundred limitation on uh - uh - launchers of ballistic missiles,6_1976,47,2
T309,Premise,42548,42595,that would mean a cutback in the Soviet program,6_1976,47,3
T310,Premise,42660,42719,we put a limitation of thirteen hundred and twenty on MIRVs,6_1976,47,4
T311,Premise,42721,42873,"Our technicians have been working since that time in Geneva, trying to put into technical language a - an agreement that can be verified by both parties",6_1976,47,5
T313,Claim,43651,43858,"I met just last week with the foreign minister of the Soviet Union, and he indicated to me that uh - the Soviet Union was interested in narrowing the differences and making a realistic and a sound compromise",6_1976,47,9
T314,Premise,43860,43916,"I hope and trust, in the best interest of both countries",6_1976,47,10
T315,Premise,43922,43979,in the best interests of all people throughout this globe,6_1976,47,10
T316,Claim,43986,44065,the Soviet Union and the United States can make a mutually beneficial agreement,6_1976,47,10
